Location number,Month,State,Gross revenue,Fixed cost,Variable cost,Rental cost,Number of products,Owned
182,8,IL,28369095.21,5421029.11,14658572.33,111720,4633,FALSE
182,9,IL,24065842.18,5391513.74,12059486.63,111720,4633,FALSE
182,10,IL,25498422.31,4581430.06,13705602.56,111720,4633,FALSE
182,11,IL,23863824.35,4961792.41,12348799.38,111720,4633,FALSE
182,12,IL,24073846.48,5604905.26,12474128.61,111720,4633,FALSE
183,1,TX,34775093.42,6870711.49,18584546.59,164350,4572,FALSE
183,2,TX,41941404.95,6880907.31,22791042.28,164350,4572,FALSE
183,3,TX,54695908.36,8928587.82,29408034.79,164350,4572,FALSE
183,4,TX,42078092.16,7218436.66,22417336.39,164350,4572,FALSE
183,5,TX,42079721.3,6948748.72,21788564.01,164350,4572,FALSE
183,6,TX,52560609.2,9141267.86,27737859.19,164350,4572,FALSE
183,7,TX,37542121.05,7247782.45,20471127.75,164350,4572,FALSE
183,8,TX,42615489.33,6967565.31,23194148.45,164350,4572,FALSE
183,9,TX,52425076.98,8821790.62,26612095.76,164350,4572,FALSE
183,10,TX,42847458.79,7007387.85,23147076.15,164350,4572,FALSE
183,11,TX,34847221.07,7125455.85,18761429.78,164350,4572,FALSE
183,12,TX,44066566.6,8399626.59,23850292.47,164350,4572,FALSE
184,1,GA,18437271.05,4440935.64,10428693.09,104500,4577,FALSE
184,2,GA,20906626.14,4196972.46,11777776.72,104500,4577,FALSE
184,3,GA,29732201.25,5896259.99,17084296.08,104500,4577,FALSE
184,4,GA,24688683.3,4808882.19,14366156.52,104500,4577,FALSE
184,5,GA,22063176.73,4420345.08,11797186.19,104500,4577,FALSE
184,6,GA,24730408.73,5916038.29,13912289.68,104500,4577,FALSE
184,7,GA,20557209.57,4603295.68,11234200.28,104500,4577,FALSE
184,8,GA,21752928.29,5195816.48,11467360.86,104500,4577,FALSE
184,9,GA,26313648.7,5838023.37,14170253.81,104500,4577,FALSE
184,10,GA,24603205.44,4899783.32,13358203.15,104500,4577,FALSE
184,11,GA,18125231.29,4751954.78,9561859.96,104500,4577,FALSE
184,12,GA,29753851.4,6042190.86,16494241.83,104500,4577,FALSE
185,1,GA,30266362.06,6924298.67,16652053.71,130970,4688,FALSE
185,2,GA,34706614.27,6625403.34,19610425.53,130970,4688,FALSE
185,3,GA,31845061.81,7508145.07,18385065.04,130970,4688,FALSE
185,4,GA,24141522.75,6227002.22,13677019.26,130970,4688,FALSE
185,5,GA,34671614.34,6092793.76,19613043.33,130970,4688,FALSE
185,6,GA,32608826.65,7380570.7,17739253.05,130970,4688,FALSE
185,7,GA,36774825.73,6766005.49,17525098.02,130970,4688,FALSE
185,8,GA,41640904.09,8610844.02,17151653.99,130970,4688,FALSE
185,9,GA,43519860.24,7066922.57,18314642.12,130970,4688,FALSE
185,10,GA,34039785.94,6173181.77,16364386.9,130970,4688,FALSE
185,11,GA,30610641.43,6475246.71,16424472.9,130970,4688,FALSE
185,12,GA,35976401.34,7575608.45,19548454.69,130970,4688,FALSE
186,1,CO,45552991.37,9614857.48,29624087.25,98720,4494,FALSE
186,2,CO,41421011.08,5460334.35,27985987.63,98720,4494,FALSE
186,3,CO,52646568.98,8566899.8,33927536.46,98720,4494,FALSE
186,4,CO,38983179.77,7466150.51,24059016.52,98720,4494,FALSE
186,5,CO,32420022,8040753.7,19596288.67,98720,4494,FALSE
186,6,CO,49980382.56,8094582.77,30645960.11,98720,4494,FALSE
186,7,CO,45339770.61,7962847.79,30776952.75,98720,4494,FALSE
186,8,CO,36088888.35,7524021.13,20743639.87,98720,4494,FALSE
186,9,CO,39022659.73,8849654.9,23324959.83,98720,4494,FALSE
186,10,CO,39532568,7052288.87,23235669.11,98720,4494,FALSE
186,11,CO,24017837.88,7716688.54,14649624.02,98720,4494,FALSE
186,12,CO,48605347.35,9437430,31997568.43,98720,4494,FALSE
187,1,IL,13165867.46,3564607.97,8153030.65,136310,4303,FALSE
187,2,IL,15364669.95,3328643.04,8870353.9,136310,4303,FALSE
187,3,IL,14663439,4198938.77,8494034.87,136310,4303,FALSE
187,4,IL,14802628.64,3696250.64,8241582.26,136310,4303,FALSE
187,5,IL,10857048.46,3462998.25,5920834.91,136310,4303,FALSE
187,6,IL,18324822.2,4428527.57,9785233.37,136310,4303,FALSE
187,7,IL,15329033.88,3681026.76,8838860.84,136310,4303,FALSE
187,8,IL,13582332.12,3171542.63,6974567.53,136310,4303,FALSE
187,9,IL,17519688.06,4509798.55,9056199.93,136310,4303,FALSE
187,10,IL,12749966.22,3186861.76,7584521.39,136310,4303,FALSE
187,11,IL,9260532.447,3479046.96,5010900.87,136310,4303,FALSE
187,12,IL,16359016.78,4798693.89,8545076.03,136310,4303,FALSE
188,1,GA,25297885.25,5064860.09,14765982.56,0,4648,TRUE
188,2,GA,25777070.25,5397623.74,14001959.06,0,4648,TRUE
188,3,GA,30366073.45,6867680.97,16446235.54,0,4648,TRUE
188,4,GA,29432056.87,5140325.01,15896408.5,0,4648,TRUE
188,5,GA,30461766.38,5368533.69,17087411.72,0,4648,TRUE
188,6,GA,31190914.96,6733620.59,17131756.56,0,4648,TRUE
188,7,GA,27961124.37,5617913.06,15578587.19,0,4648,TRUE
188,8,GA,25946894.49,5494953.93,13773253.83,0,4648,TRUE
188,9,GA,34702954.84,6520057.17,18969039.94,0,4648,TRUE
188,10,GA,21893454.53,4941270.99,13695355.56,0,4648,TRUE
188,11,GA,22711400.55,5588481.72,12606664.63,0,4648,TRUE
188,12,GA,27901148.32,6086931.86,16320995.36,0,4648,TRUE
189,1,TX,28506271.48,5991595.97,14543352.33,0,4662,TRUE
189,2,TX,31690363.6,6046093.12,15058241.18,0,4662,TRUE
189,3,TX,40789906.13,7257577.89,19633400.13,0,4662,TRUE
189,4,TX,35530868.82,6054200.27,16735343.46,0,4662,TRUE
189,5,TX,30870244.66,6052807.03,15347197.21,0,4662,TRUE
189,6,TX,36054308.77,6664583.98,18403173.43,0,4662,TRUE
189,7,TX,31350067.98,6299217.29,15879303.58,0,4662,TRUE
189,8,TX,36180914.37,6182063.66,17905162.87,0,4662,TRUE
189,9,TX,49582905.26,8075617.45,24396390.85,0,4662,TRUE
189,10,TX,34478504.17,7503307.09,17082694.07,0,4662,TRUE
189,11,TX,33312352.03,6792646.33,17001284.67,0,4662,TRUE
189,12,TX,44846844.14,7678663.15,23238015.19,0,4662,TRUE
190,1,IL,28370053.24,7489989.76,14925313.29,215350,4555,FALSE
190,2,IL,29389955.63,6258769.7,15519071.24,215350,4555,FALSE
190,3,IL,35573045.3,8240925.03,19293530.17,215350,4555,FALSE
190,4,IL,36124576.47,6259776.12,19122777.45,215350,4555,FALSE
190,5,IL,33435606.17,6125699.94,17095771.2,215350,4555,FALSE
190,6,IL,44434351.84,9143160.3,22874178.94,215350,4555,FALSE
190,7,IL,34980853.14,6971626.03,18329645.3,215350,4555,FALSE
190,8,IL,32626598.97,7021109.15,16573032.86,215350,4555,FALSE
190,9,IL,42070798.14,7639721.99,20845721.21,215350,4555,FALSE
190,10,IL,36271244.55,6466796.09,18779270.41,215350,4555,FALSE
190,11,IL,35021414.27,6413537.33,18086513.06,215350,4555,FALSE
190,12,IL,40348404.86,8951387.09,20901343.15,215350,4555,FALSE
191,1,CA,40640782.75,8365111.51,21461618.14,401920,4466,FALSE
191,2,CA,40650821.86,6999852.72,21481563.61,401920,4466,FALSE
191,3,CA,51101446.75,10568720.64,27423272.29,401920,4466,FALSE
191,4,CA,38981284.32,7815294.11,20688426.23,401920,4466,FALSE
191,5,CA,40801150.02,7526237.91,21486898.89,401920,4466,FALSE
191,6,CA,50603438.34,10668652.03,27580489.65,401920,4466,FALSE
191,7,CA,39084035.03,8247862,20529735.16,401920,4466,FALSE
191,8,CA,46562849.01,10942619.24,24707615.52,401920,4466,FALSE
191,9,CA,51257212.68,9719242.33,27934238.51,401920,4466,FALSE
191,10,CA,44023587.7,7398921.22,23145310.27,401920,4466,FALSE
191,11,CA,37709111.3,6746577.57,19881120.19,401920,4466,FALSE
191,12,CA,54166424.8,9726487.35,28883650.31,401920,4466,FALSE
192,1,CA,11687594.8,2164008.21,5425713.26,58270,4536,FALSE
192,2,CA,11224626.57,2010900.76,6346919.26,58270,4536,FALSE
192,3,CA,13316384.31,2502285.03,6767782.19,58270,4536,FALSE
192,4,CA,11024057.78,2709966.34,5213516.93,58270,4536,FALSE
192,5,CA,12866333.56,2830553.07,6315130.69,58270,4536,FALSE
192,6,CA,13469657.75,3465443.54,6667126.19,58270,4536,FALSE
192,7,CA,10971595.41,2792298.24,5848938.96,58270,4536,FALSE
192,8,CA,9978728.18,2562841.08,4925403.66,58270,4536,FALSE
192,9,CA,13062082.98,3010840.51,6529763.5,58270,4536,FALSE
192,10,CA,9335570.791,2207396.79,4804425.41,58270,4536,FALSE
192,11,CA,10019613.29,2709180.41,5312040.94,58270,4536,FALSE
192,12,CA,18697954.47,3141551.32,9350099.63,58270,4536,FALSE
193,1,TX,24432073.1,5646264.19,13134627.64,57860,4545,FALSE
193,2,TX,22139757.44,4905480.37,11915280.94,57860,4545,FALSE
193,3,TX,27933190.15,5361675.34,14530431.22,57860,4545,FALSE
193,4,TX,23833686.44,4632483.3,13313672.28,57860,4545,FALSE
193,5,TX,20488687.74,4518001.05,10744465.53,57860,4545,FALSE
193,6,TX,31447114.98,5629234.11,16219722.65,57860,4545,FALSE
193,7,TX,22656143.15,4787377.95,11726521.97,57860,4545,FALSE
193,8,TX,23956147.51,5546461.92,12499020.77,57860,4545,FALSE
193,9,TX,32912116.09,6045102.11,17398295.9,57860,4545,FALSE
193,10,TX,27566244.44,5498332.65,14319953.25,57860,4545,FALSE
193,11,TX,26116976.49,5157613.58,13354763.85,57860,4545,FALSE
193,12,TX,31162040.89,6672597.29,16508543.51,57860,4545,FALSE
194,1,IL,36740655.26,9368361.1,18743491.93,0,4768,TRUE
194,2,IL,31494575.66,7080228.74,14502311.37,0,4768,TRUE
194,3,IL,52858441.62,8616747.15,25917515.13,0,4768,TRUE
194,4,IL,45289260.66,7347095.52,22516170.49,0,4768,TRUE
194,5,IL,45323048.32,7474124.41,21404272.01,0,4768,TRUE
194,6,IL,56874482.08,10639554.95,23348181.5,0,4768,TRUE
194,7,IL,44899522.38,8145859.02,18129762.63,0,4768,TRUE
194,8,IL,46478319.04,8346252.18,22344629.62,0,4768,TRUE
194,9,IL,53635801.31,9798051.35,27401529.81,0,4768,TRUE
194,10,IL,44512719.18,8150263.4,22163089.18,0,4768,TRUE
194,11,IL,38485233.78,8030483.54,19269779.55,0,4768,TRUE
194,12,IL,52495171.73,9632259.42,27362301.93,0,4768,TRUE
195,1,TX,16238496.4,3323664.57,8421368.16,114820,4439,FALSE
195,2,TX,14324259.86,3263696.15,6652681.39,114820,4439,FALSE
195,3,TX,18130749.02,3805850.23,8510779.9,114820,4439,FALSE
195,4,TX,13482897.1,3209175.64,6730248.19,114820,4439,FALSE
195,5,TX,12975187.39,3307004.87,6330615.29,114820,4439,FALSE
195,6,TX,16108735,4079587.24,8115710.66,114820,4439,FALSE
195,7,TX,12342238.87,3343253.99,5718403.88,114820,4439,FALSE
195,8,TX,14528226.13,3440759.3,6851425.61,114820,4439,FALSE
195,9,TX,17705932.09,4540443.87,8681405.56,114820,4439,FALSE
195,10,TX,19822407.25,4108030.23,10438342.54,114820,4439,FALSE
195,11,TX,16525095.52,3680150.73,8500297.88,114820,4439,FALSE
195,12,TX,23484041.23,4604038.23,11659431.03,114820,4439,FALSE
196,1,GA,33144099.44,7472808.12,18394050.49,185100,4576,FALSE
196,2,GA,37336472.15,7663664.32,20705608.78,185100,4576,FALSE
196,3,GA,41034163.92,7072518.22,23172002.88,185100,4576,FALSE
196,4,GA,29474987.28,5999724.55,16002653.53,185100,4576,FALSE
196,5,GA,29028072.86,5680775.75,16155768.13,185100,4576,FALSE
196,6,GA,43226813.76,7743638.63,23893143.43,185100,4576,FALSE
196,7,GA,33382151.98,5765065.52,18587590.03,185100,4576,FALSE
196,8,GA,33039159.7,6389413,17902928.49,185100,4576,FALSE
196,9,GA,37615988.06,6543858.11,20772723.42,185100,4576,FALSE
196,10,GA,25064503.54,5254397.1,15482911.87,185100,4576,FALSE
196,11,GA,31284650.31,5877081.68,17581288.65,185100,4576,FALSE
196,12,GA,34605942.7,6718629.57,19991199.06,185100,4576,FALSE
197,1,TX,72918989.88,11960777.78,37990906.5,285950,4594,FALSE
197,2,TX,72732978.68,11827194.9,37062826.88,285950,4594,FALSE
197,3,TX,89349075.92,14772555.81,44752967.88,285950,4594,FALSE
197,4,TX,67102664.83,12248138.38,35249522.46,285950,4594,FALSE
197,5,TX,70268439.49,11668680.58,36220575.02,285950,4594,FALSE
197,6,TX,84012785.97,14694832.49,42874793.54,285950,4594,FALSE
197,7,TX,70981977.81,12104812.25,35707565.38,285950,4594,FALSE
197,8,TX,71381124.82,10781936.06,37280421.76,285950,4594,FALSE
197,9,TX,88843441.28,14213276.82,44429949.83,285950,4594,FALSE
197,10,TX,73214840.6,11489972.34,37173887.56,285950,4594,FALSE
197,11,TX,73193287.37,11238295.74,38149176.79,285950,4594,FALSE
197,12,TX,90064692.35,14119154.12,46680128.62,285950,4594,FALSE
198,1,WA,18802946.3,4162175.29,9283934.01,180920,4694,FALSE
198,2,WA,17623557.43,4693759,8789028.55,180920,4694,FALSE
198,3,WA,19545446.97,4814755.71,9235640.01,180920,4694,FALSE
198,4,WA,17564996.58,3878221.72,9281113.88,180920,4694,FALSE
198,5,WA,14543902.75,3439749.07,7299293.49,180920,4694,FALSE
198,6,WA,16364383.15,4738800.79,8158277.37,180920,4694,FALSE
198,7,WA,29543244.07,4539250.46,6555242.51,180920,4694,FALSE
198,8,WA,31058442.45,4883629.12,7538673.3,180920,4694,FALSE
198,9,WA,38145094.11,5232967.58,12822486.06,180920,4694,FALSE
198,10,WA,24510185.72,4159488.66,8787309.72,180920,4694,FALSE
198,11,WA,20384258.22,5421765.31,8342475.37,180920,4694,FALSE
198,12,WA,21894597.59,3442457.9,9770950.59,180920,4694,FALSE
199,1,CO,28270103.11,6716763.76,14762049.65,135750,4451,FALSE
199,2,CO,22620577.8,6765641.49,11491747.88,135750,4451,FALSE
199,3,CO,30856577.64,7801526.06,15451526.35,135750,4451,FALSE
199,4,CO,23368181.31,5545875.11,10588202.36,135750,4451,FALSE
199,5,CO,28455317.4,5915799.97,12801419.54,135750,4451,FALSE
199,6,CO,41457608.12,8461964.74,21134638.97,135750,4451,FALSE
199,7,CO,27589622.97,8916554.06,14105869.81,135750,4451,FALSE
199,8,CO,34620809.27,8403692.17,18632057.62,135750,4451,FALSE
199,9,CO,41841666.95,9965868.8,21771844.47,135750,4451,FALSE
199,10,CO,30406457.11,6434824.03,17777527.42,135750,4451,FALSE
199,11,CO,27488781.5,6462907.12,14171956.81,135750,4451,FALSE
199,12,CO,40006170.31,8601909.21,21027342.79,135750,4451,FALSE
200,1,CA,26673034.93,5748595.43,12765429.71,195840,4654,FALSE
200,2,CA,30430510.02,4557123.55,15319679.6,195840,4654,FALSE
200,3,CA,31592669.48,5576197.74,15973598.92,195840,4654,FALSE
200,4,CA,31459936.32,5215842.94,13719159.01,195840,4654,FALSE
200,5,CA,37414864.39,5018927.68,15955313.35,195840,4654,FALSE
200,6,CA,42718463.99,5988753.59,19537412.91,195840,4654,FALSE
200,7,CA,30100934.95,4999532.68,14564333.57,195840,4654,FALSE
200,8,CA,27718443.78,4791208.76,13569784.72,195840,4654,FALSE
200,9,CA,31882228.54,4976625.17,16248454,195840,4654,FALSE
200,10,CA,30360929.45,4283248.89,16255543.03,195840,4654,FALSE
200,11,CA,21402490.09,4984971.6,10587064.75,195840,4654,FALSE
200,12,CA,28841641.66,6125658.3,14656371.78,195840,4654,FALSE
201,1,TX,78865155.06,18504383.6,41098871.01,689750,4480,FALSE
201,2,TX,84334869.91,16219887.1,42487719.35,689750,4480,FALSE
201,3,TX,92725802.16,14185169.15,47547335.38,689750,4480,FALSE
201,4,TX,55219040.74,12564542.51,31591041.72,689750,4480,FALSE
201,5,TX,50412190.65,11723736,27344371,689750,4480,FALSE
201,6,TX,73133758.88,20009805.92,40087383.74,689750,4480,FALSE
201,7,TX,89765464.6,16746478.08,43724933.83,689750,4480,FALSE
201,8,TX,105256529.4,14603774.96,49839953.72,689750,4480,FALSE
201,9,TX,109161480.2,22795348.96,51572251.07,689750,4480,FALSE
201,10,TX,84140525.19,18999087.67,36042108.35,689750,4480,FALSE
201,11,TX,78061877.66,15723319.66,37741655.99,689750,4480,FALSE
201,12,TX,83417132.07,18562182.34,40681738.11,689750,4480,FALSE
202,1,CA,26400456.9,4703774.17,14652460.71,157350,4530,FALSE
202,2,CA,27333626.12,5248158.82,14693263.39,157350,4530,FALSE
202,3,CA,32962297.79,4807440.14,18091979.92,157350,4530,FALSE
202,4,CA,20899531.74,5036216.42,11511219.26,157350,4530,FALSE
202,5,CA,24921228.29,4353265.11,13499314.8,157350,4530,FALSE
202,6,CA,34966678.24,6849550.67,19144279.23,157350,4530,FALSE
202,7,CA,29196166.46,5429779.72,15661971.86,157350,4530,FALSE
202,8,CA,29014360.01,5581527.53,15331077.56,157350,4530,FALSE
202,9,CA,26877685.14,6174395.21,14493495.98,157350,4530,FALSE
202,10,CA,26319676.84,4033684.23,13841608.72,157350,4530,FALSE
202,11,CA,22864680.68,4564697.62,12655406.48,157350,4530,FALSE
202,12,CA,31524172.8,5407970.59,17442365.81,157350,4530,FALSE
203,1,GA,33930445.87,7024446.55,19323824.38,202880,4534,FALSE
203,2,GA,40386014.06,7550811.57,23052235.28,202880,4534,FALSE
203,3,GA,44791071.25,8305573.39,25827300.14,202880,4534,FALSE
203,4,GA,31346226.14,6078093.17,17875920.96,202880,4534,FALSE
203,5,GA,37278842.58,6665624.42,21320777.54,202880,4534,FALSE
203,6,GA,42275493.75,8680911.72,24106560.1,202880,4534,FALSE
203,7,GA,29242964.92,6541900.71,16037587.03,202880,4534,FALSE
203,8,GA,37176270.53,9663846.23,21686886.15,202880,4534,FALSE
203,9,GA,40634650.43,7464097.66,23638809.6,202880,4534,FALSE
203,10,GA,25005674.8,6592849.23,15272296.4,202880,4534,FALSE
203,11,GA,31268487.3,6520611.7,17424401.21,202880,4534,FALSE
203,12,GA,37990177.84,7637249.85,22734021.24,202880,4534,FALSE
204,1,TX,27056361.79,6026548.75,13142303.77,99320,4572,FALSE
204,2,TX,28034700.21,5370090.87,13289434.55,99320,4572,FALSE
204,3,TX,27717703.61,5998324.52,13034771.28,99320,4572,FALSE
204,4,TX,26666603.83,5334153.32,12464831.74,99320,4572,FALSE
204,5,TX,28057940.36,4891568.13,12744778.58,99320,4572,FALSE
204,6,TX,26493628.19,6224504.63,12332262.71,99320,4572,FALSE
204,7,TX,24198379.47,4648743.27,11090825.45,99320,4572,FALSE
204,8,TX,25583630.63,4774732.09,11839566.15,99320,4572,FALSE
204,9,TX,32966392.2,6882795.99,15471359.39,99320,4572,FALSE
204,10,TX,26694226.48,5493640.13,13641306.6,99320,4572,FALSE
204,11,TX,19783589.23,4629580.89,9395552.06,99320,4572,FALSE
204,12,TX,23973995.9,6726588.54,11451328.44,99320,4572,FALSE
205,1,TX,12370240.45,4092915.83,6624977.96,163080,4309,FALSE
205,2,TX,15854357.27,3402838.54,8532389.28,163080,4309,FALSE
205,3,TX,17039247.64,3898085.4,8461560.34,163080,4309,FALSE
205,4,TX,16138385.99,4401918.03,7593145.21,163080,4309,FALSE
205,5,TX,15412888.7,2678380.9,8060560.19,163080,4309,FALSE
205,6,TX,15186287.38,4288553.68,7725582.39,163080,4309,FALSE
205,7,TX,13922318.4,3811211.36,6603570.42,163080,4309,FALSE
205,8,TX,15649311.31,3893407.29,7354997.47,163080,4309,FALSE
205,9,TX,18797645.86,4465880.02,10022315.18,163080,4309,FALSE
205,10,TX,13020752.54,4031410.46,6701548.66,163080,4309,FALSE
205,11,TX,12805533.68,3517737.48,6364486.56,163080,4309,FALSE
205,12,TX,20566035.65,5234297.71,10540564.04,163080,4309,FALSE
206,1,GA,21006220.85,4885879.7,12249180.29,89360,4489,FALSE
206,2,GA,21843806,574331.81,13094105.7,89360,4489,FALSE
206,3,GA,23331404.02,5681807.81,13395630.64,89360,4489,FALSE
206,4,GA,22722844.92,4667394.06,12051792.98,89360,4489,FALSE
206,5,GA,21811257.65,4816416,12120474.37,89360,4489,FALSE
206,6,GA,23625188.58,5455158.28,14038136.25,89360,4489,FALSE
206,7,GA,18649544.32,5453434.69,10565843.68,89360,4489,FALSE
206,8,GA,13763341.99,4520160.6,8216915.27,89360,4489,FALSE
206,9,GA,21079064.97,5813457.67,12775687,89360,4489,FALSE
206,10,GA,19290034.37,4757016.64,10922966.91,89360,4489,FALSE
206,11,GA,14630287.36,4345420.02,8582497.44,89360,4489,FALSE
206,12,GA,21570687.25,5072927.82,12610090.64,89360,4489,FALSE
207,1,GA,22131296.44,5720428.71,12852415.64,184940,4414,FALSE
207,2,GA,25753920.76,6368922.81,14775846.64,184940,4414,FALSE
207,3,GA,31006139.91,6424325.52,17897262.68,184940,4414,FALSE
207,4,GA,19607010.06,6071213.24,11515976.2,184940,4414,FALSE
207,5,GA,26011995.09,6067755.2,14761198.41,184940,4414,FALSE
207,6,GA,27646903.94,6305498.86,15175807.58,184940,4414,FALSE
207,7,GA,18466539.15,5459151.07,10767945.51,184940,4414,FALSE
207,8,GA,28693877.75,5477667.09,16107097.55,184940,4414,FALSE
207,9,GA,32655941.28,6085539.26,18742399.05,184940,4414,FALSE
207,10,GA,18464203.35,5057648.52,10646444.31,184940,4414,FALSE
207,11,GA,21515402.96,5053032.75,13014177.39,184940,4414,FALSE
207,12,GA,25782140.81,6819671.39,15856380.26,184940,4414,FALSE
208,1,GA,16166694.23,4217573.03,10459898.97,88770,4312,FALSE
208,2,GA,17764791.83,4322804.26,11394877.23,88770,4312,FALSE
208,3,GA,19106324.69,4814296.95,12066847.28,88770,4312,FALSE
208,4,GA,12284916.49,4144433.1,8106574.88,88770,4312,FALSE
208,5,GA,11999261.99,3903504.36,7943351.7,88770,4312,FALSE
208,6,GA,18934839.21,5291014.02,11780167.66,88770,4312,FALSE
208,7,GA,16832220.8,4025461.08,10305846.16,88770,4312,FALSE
208,8,GA,17899381.29,3787267.42,11395678.17,88770,4312,FALSE
208,9,GA,19605408.39,5540528.37,12488132.1,88770,4312,FALSE
208,10,GA,15837201.64,3992855.58,9240458.22,88770,4312,FALSE
208,11,GA,17596060.15,4474025.83,10555974.43,88770,4312,FALSE
208,12,GA,19257026.69,6484261.87,12018018.42,88770,4312,FALSE
209,1,CO,21981318.33,7087037.07,13865551.04,212880,4408,FALSE
209,2,CO,23853344.41,6759746.89,15037542.59,212880,4408,FALSE
209,3,CO,19057802.6,6111179.25,12189550.4,212880,4408,FALSE
209,4,CO,22012972.03,5224965.01,12688491.53,212880,4408,FALSE
209,5,CO,22739893.04,5802776.2,12361235.39,212880,4408,FALSE
209,6,CO,30542219.91,7348256.64,16041330.6,212880,4408,FALSE
209,7,CO,26664891.6,6720108.31,14293358.48,212880,4408,FALSE
209,8,CO,22556072,6089276.67,12474810.77,212880,4408,FALSE
209,9,CO,34932463.67,7559578.8,19315559.94,212880,4408,FALSE
209,10,CO,33699222.78,6081829.6,19164347.99,212880,4408,FALSE
209,11,CO,23045053.26,6547764.65,12814200.21,212880,4408,FALSE
209,12,CO,39414471.86,8665785.88,22146723.49,212880,4408,FALSE
210,1,TX,16453910.24,3557470.06,7831202.3,154330,4455,FALSE
210,2,TX,16529728.95,4572958.97,8487310.16,154330,4455,FALSE
210,3,TX,12422372.59,4915752.16,6500968.59,154330,4455,FALSE
210,4,TX,14879975.01,4231657.51,8324902.46,154330,4455,FALSE
210,5,TX,22553114.06,4147804.06,10382657.45,154330,4455,FALSE
210,6,TX,24956767.35,6003484.38,12305900.38,154330,4455,FALSE
210,7,TX,21365125.74,5630568.83,10925429.25,154330,4455,FALSE
210,8,TX,22201643.14,5124634.48,10804883.18,154330,4455,FALSE
210,9,TX,29200823.97,6381081.34,14388742.46,154330,4455,FALSE
210,10,TX,28808001.33,5230375.42,14273467.64,154330,4455,FALSE
210,11,TX,27376282.46,6187440.65,13454966.45,154330,4455,FALSE
210,12,TX,32944397.95,7236687.66,16507019.77,154330,4455,FALSE
211,1,IL,41163684.73,7741327.4,21948169.08,262770,4588,FALSE
211,2,IL,52854734.68,6783472.67,27314375.58,262770,4588,FALSE
211,3,IL,59020930.73,9267369.75,30172072.04,262770,4588,FALSE
211,4,IL,40907509.97,7684007.97,21530955.03,262770,4588,FALSE
211,5,IL,40927520.57,6792879.47,20810683.43,262770,4588,FALSE
211,6,IL,51416413.69,8819202.83,27326750.61,262770,4588,FALSE
211,7,IL,36813347.96,6866530.11,19298884.21,262770,4588,FALSE
211,8,IL,41441651.4,6995456.48,21606608.72,262770,4588,FALSE
211,9,IL,47893853.67,7545148.83,24962694.24,262770,4588,FALSE
211,10,IL,40038561.4,7465150.68,21379210.67,262770,4588,FALSE
211,11,IL,36197704.17,6502556.22,18330775.77,262770,4588,FALSE
211,12,IL,47017780.54,7597262.44,25060771.59,262770,4588,FALSE
212,1,CA,25028778.57,4459114.56,14977447.64,70560,4450,FALSE
212,2,CA,22392740.8,3807826.01,12604861.61,70560,4450,FALSE
212,3,CA,25059558.66,5183569.08,14907418.99,70560,4450,FALSE
212,4,CA,16637425.39,3111688.5,9380177.56,70560,4450,FALSE
212,5,CA,20908811.24,3003294.45,11570573.2,70560,4450,FALSE
212,6,CA,26637204.48,5157196.76,16036929.68,70560,4450,FALSE
212,7,CA,18204874.43,4383137.79,10155900.36,70560,4450,FALSE
212,8,CA,17939392.83,5260220.35,9886981.91,70560,4450,FALSE
212,9,CA,23345413.5,5759220.48,13476796.93,70560,4450,FALSE
212,10,CA,19051665.89,4359670.88,10968005.01,70560,4450,FALSE
212,11,CA,22260491.32,4418274.74,12345658.57,70560,4450,FALSE
212,12,CA,22000951.12,6527367.98,12745295.78,70560,4450,FALSE
213,1,IL,41144572.74,9783035.92,21369813.82,401460,4471,FALSE
213,2,IL,43241054.17,8951077.87,22591030.26,401460,4471,FALSE
213,3,IL,57104595.75,11372355.49,29849782.39,401460,4471,FALSE
213,4,IL,43046072.2,9867081.57,22929759.33,401460,4471,FALSE
213,5,IL,44443161.96,7930542.03,24168768.6,401460,4471,FALSE
213,6,IL,48405164.64,11002054.72,25319471.81,401460,4471,FALSE
213,7,IL,40687334.77,9455246.9,21156249,401460,4471,FALSE
213,8,IL,47341262.09,9671434.1,24702223.41,401460,4471,FALSE
213,9,IL,48359310.86,12297859.16,26026699.09,401460,4471,FALSE
213,10,IL,38509201.78,8107849.97,20503474.59,401460,4471,FALSE
213,11,IL,44568562.21,9186430.77,23921453.31,401460,4471,FALSE
213,12,IL,58655637.34,9236204.72,32549520.86,401460,4471,FALSE
214,1,NJ,29362090.58,7369901.34,17668539.41,23870,4563,FALSE
214,2,NJ,24876394.54,6343079.39,15241199.6,23870,4563,FALSE
214,3,NJ,37321382.02,7234683.53,21958084.58,23870,4563,FALSE
214,4,NJ,23560709.29,5582750.5,14640866.08,23870,4563,FALSE
214,5,NJ,27479060.41,5968487.41,15952862.49,23870,4563,FALSE
214,6,NJ,29824956.54,7333487.76,16689884.42,23870,4563,FALSE
214,7,NJ,21465176.71,5273271.8,12565350.91,23870,4563,FALSE
214,8,NJ,24487056.91,6103868.47,14162854.96,23870,4563,FALSE
214,9,NJ,21235354.77,6852624.53,12124844.48,23870,4563,FALSE
214,10,NJ,26253529.45,5342196.22,15420035.34,23870,4563,FALSE
214,11,NJ,26314663.54,6361076.57,15214942.73,23870,4563,FALSE
214,12,NJ,33761762.27,7674293.76,19843317.94,23870,4563,FALSE
